date,callsign,number_of_summits,total_points,1pt,2pt,4pt,6pt,8pt,10pt,summits
2017-03-05,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-234, GM/SS-242"
2017-03-18,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-176"
2017-04-11,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-229, GM/SS-250"
2017-04-12,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-201, GM/SS-281"
2017-04-13,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-256, GM/SS-267"
2017-04-16,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-215, GM/SS-252"
2017-05-01,GM3JW,2,2,2,0,0,0,0,0,"GM/SS-172, GM/SS-203"
2017-05-14,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-196, GM/SS-249"
2017-05-21,M0VFC,2,2,2,0,0,0,0,0,"GM/SS-208, GM/SS-209"
2017-06-09,G0EVV,2,2,2,0,0,0,0,0,"GM/SS-177, GM/SS-195"
2017-07-01,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-234, GM/SS-242"
2017-07-02,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-187, GM/SS-259"
2017-07-03,GM7PKT,2,2,2,0,0,0,0,0,"GM/ES-064, GM/ES-076"
2017-07-04,GM7PKT,2,2,2,0,0,0,0,0,"GM/ES-085, GM/SS-271"
2017-07-09,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-199, GM/SS-244"
2017-07-29,GM7PKT,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2017-08-14,GM4LLD,2,2,2,0,0,0,0,0,"GM/SI-171, GM/SI-194"
2017-08-16,GM4LLD,2,2,2,0,0,0,0,0,"GM/SI-157, GM/SI-195"
2017-09-09,M1MAJ,2,2,2,0,0,0,0,0,"GM/ES-069, GM/ES-081"
2017-09-09,M3ZCB,2,2,2,0,0,0,0,0,"GM/ES-069, GM/ES-081"
2017-09-10,M1MAJ,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2017-09-10,M3ZCB,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2017-10-07,MM0YCJ,2,2,2,0,0,0,0,0,"GM/ES-064, GM/ES-076"
2017-11-19,GM7PKT,2,2,2,0,0,0,0,0,"GM/ES-069, GM/ES-081"
2018-02-17,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-180, GM/SS-189"
2018-04-02,GM7PKT,2,2,2,0,0,0,0,0,"GM/NS-151, GM/NS-152"
2018-04-19,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-215, GM/SS-252"
2018-04-26,M0JLA,2,2,2,0,0,0,0,0,"GM/SI-120, GM/SI-208"
2018-04-26,M6BWA,2,2,2,0,0,0,0,0,"GM/SI-120, GM/SI-208"
2018-04-27,M0JLA,2,2,2,0,0,0,0,0,"GM/SI-137, GM/SI-199"
2018-04-27,M6BWA,2,2,2,0,0,0,0,0,"GM/SI-137, GM/SI-199"
2018-04-28,GM7PKT,2,2,2,0,0,0,0,0,"GM/SI-133, GM/SI-150"
2018-04-28,M0JLA,2,2,2,0,0,0,0,0,"GM/SI-184, GM/SI-209"
2018-04-28,M6BWA,2,2,2,0,0,0,0,0,"GM/SI-184, GM/SI-209"
2018-04-30,M0JLA,2,2,2,0,0,0,0,0,"GM/SI-163, GM/SI-172"
2018-04-30,M6BWA,2,2,2,0,0,0,0,0,"GM/SI-163, GM/SI-172"
2018-05-08,M6BWA,2,2,2,0,0,0,0,0,"GM/SI-129, GM/SI-165"
2018-05-08,M0JLA,2,2,2,0,0,0,0,0,"GM/SI-129, GM/SI-165"
2018-05-22,anon22082801,2,2,2,0,0,0,0,0,"GM/SI-073, GM/SI-165"
2018-05-25,anon22082801,2,2,2,0,0,0,0,0,"GM/SI-100, GM/SI-187"
2018-05-28,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-261, GM/SS-269"
2018-05-29,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-205, GM/SS-241"
2018-05-30,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-191, GM/SS-232"
2018-06-02,G0EVV,2,2,2,0,0,0,0,0,"GM/SI-188, GM/SI-210"
2018-06-03,G0EVV,2,2,2,0,0,0,0,0,"GM/SI-157, GM/SI-195"
2018-06-04,G0EVV,2,2,2,0,0,0,0,0,"GM/SI-197, GM/SI-219"
2018-06-06,G0EVV,2,2,2,0,0,0,0,0,"GM/SI-103, GM/SI-183"
2018-06-27,M1MAJ,2,2,2,0,0,0,0,0,"GM/SI-153, GM/SI-167"
2018-06-27,M3ZCB,2,2,2,0,0,0,0,0,"GM/SI-153, GM/SI-167"
2018-06-30,GM7PKT,2,2,2,0,0,0,0,0,"GM/SI-109, GM/SI-135"
2018-06-30,G4OBK,2,2,2,0,0,0,0,0,"GM/SS-267, GM/SS-281"
2018-08-15,G5OAT,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2018-09-23,G5OAT,2,2,2,0,0,0,0,0,"GM/SS-269, GM/SS-274"
2018-10-16,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-280, GM/SS-286"
2018-10-16,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-280, GM/SS-286"
2018-10-17,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-214, GM/SS-253"
2018-10-17,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-214, GM/SS-253"
2018-10-25,M0HQO,2,2,2,0,0,0,0,0,"GM/SS-244, GM/SS-263"
2018-11-02,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-211, GM/SS-253"
2018-11-13,OM1WS,2,2,2,0,0,0,0,0,"GM/SS-192, GM/SS-235"
2018-12-27,GM7PKT,2,2,2,0,0,0,0,0,"GM/ES-072, GM/ES-077"
2019-01-11,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-231, GM/SS-258"
2019-01-18,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-188, GM/SS-248"
2019-02-27,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-233, GM/SS-255"
2019-04-19,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-270, GM/SS-278"
2019-04-20,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-202, GM/SS-237"
2019-05-01,M1MAJ,2,2,2,0,0,0,0,0,"GM/SS-269, GM/SS-285"
2019-05-01,M3ZCB,2,2,2,0,0,0,0,0,"GM/SS-269, GM/SS-285"
2019-05-11,GM7PKT,2,2,2,0,0,0,0,0,"GM/SI-153, GM/SI-167"
2019-05-12,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-191, GM/SS-232"
2019-05-12,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-191, GM/SS-232"
2019-06-06,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-206, GM/SS-243"
2019-06-07,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-200, GM/SS-230"
2019-06-08,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-193, GM/SS-226"
2019-06-24,M3ZCB,2,2,2,0,0,0,0,0,"GM/WS-336, GM/WS-346"
2019-06-24,M1MAJ,2,2,2,0,0,0,0,0,"GM/WS-336, GM/WS-346"
2019-08-10,G4OOE,2,2,2,0,0,0,0,0,"GM/SI-160, GM/SI-171"
2019-08-12,G4OOE,2,2,2,0,0,0,0,0,"GM/SI-086, GM/SI-215"
2019-10-09,MM0INE,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-214"
2019-10-09,W6NEA,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-214"
2019-10-13,GM7PKT,2,2,2,0,0,0,0,0,"GM/ES-073, GM/ES-083"
2019-10-21,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-195, GM/SS-209"
2020-01-03,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-182, GM/SS-225"
2020-01-08,2E0MIX,2,2,2,0,0,0,0,0,"GM/SS-274, GM/SS-285"
2020-01-08,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-274, GM/SS-285"
2020-03-11,MW0WML,2,2,2,0,0,0,0,0,"GM/SS-228, GM/SS-285"
2020-03-12,MW0WML,2,2,2,0,0,0,0,0,"GM/SS-224, GM/SS-250"
2020-07-18,M0WKG,2,2,2,0,0,0,0,0,"GM/SS-224, GM/SS-228"
2020-09-12,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-176, GM/SS-276"
2020-09-12,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-176, GM/SS-276"
2020-09-13,G5OAT,2,2,2,0,0,0,0,0,"GM/SS-238, GM/SS-245"
2020-09-15,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-192, GM/SS-235"
2020-09-15,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-192, GM/SS-235"
2020-09-16,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-207, GM/SS-223"
2020-09-16,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-207, GM/SS-223"
2020-09-22,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-211, GM/SS-212"
2020-09-22,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-211, GM/SS-212"
2020-09-23,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-177, GM/SS-195"
2020-09-23,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-177, GM/SS-195"
2020-10-01,G0EVV,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2020-10-11,MM0RFN,2,2,2,0,0,0,0,0,"GM/ES-075, GM/ES-085"
2020-10-17,MM0RFN,2,2,2,0,0,0,0,0,"GM/ES-068, GM/ES-080"
2020-10-24,MM0RFN,2,2,2,0,0,0,0,0,"GM/ES-065, GM/ES-086"
2021-05-19,g0kpe,2,2,2,0,0,0,0,0,"GM/SI-168, GM/SI-189"
2021-05-30,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-172, GM/SS-203"
2021-06-06,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-228, GM/SS-274"
2021-06-06,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-228, GM/SS-274"
2021-06-12,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-170, GM/SS-181"
2021-06-12,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-220, GM/SS-236"
2021-06-27,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-177, GM/SS-219"
2021-06-29,G4OOE,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-244"
2021-06-29,G3TQQ,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-244"
2021-06-29,G3PSB,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-244"
2021-06-29,M0PYG,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-244"
2021-07-01,MM0DHY,2,2,2,0,0,0,0,0,"GM/SI-145, GM/SI-220"
2021-07-01,MM0YCJ,2,2,2,0,0,0,0,0,"GM/SI-145, GM/SI-220"
2021-07-01,G3PSB,2,2,2,0,0,0,0,0,"GM/SS-280, GM/SS-286"
2021-07-24,M5EVT,2,2,2,0,0,0,0,0,"GM/NS-115, GM/NS-121"
2021-08-20,G0VWP,2,2,2,0,0,0,0,0,"GM/SI-188, GM/SI-210"
2021-08-23,G0VWP,2,2,2,0,0,0,0,0,"GM/SI-154, GM/SI-160"
2021-08-24,G0VWP,2,2,2,0,0,0,0,0,"GM/SI-164, GM/SI-194"
2021-08-26,G4OBK,2,2,2,0,0,0,0,0,"GM/SS-171, GM/SS-272"
2021-08-27,MM0DHY,2,2,2,0,0,0,0,0,"GM/SI-076, GM/SI-097"
2021-08-27,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-184, GM/SS-260"
2021-08-30,G0VWP,2,2,2,0,0,0,0,0,"GM/SI-177, GM/SI-215"
2021-09-04,G0VWP,2,2,2,0,0,0,0,0,"GM/SI-157, GM/SI-195"
2021-09-05,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-197, GM/SS-263"
2021-09-05,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-197, GM/SS-263"
2021-09-06,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2021-09-06,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2021-09-11,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-224, GM/SS-274"
2021-09-11,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-224, GM/SS-274"
2021-09-12,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-205, GM/SS-217"
2021-09-12,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-205, GM/SS-217"
2021-09-16,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-194, GM/SS-241"
2021-09-16,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-194, GM/SS-241"
2021-11-13,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-220, GM/SS-236"
2021-11-21,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-190"
2021-11-22,MM0YCJ,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2021-11-24,G6PJZ,2,2,2,0,0,0,0,0,"GM/SS-234, GM/SS-253"
2022-01-20,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-205, GM/SS-217"
2022-03-10,g0kpe,2,2,2,0,0,0,0,0,"GM/SI-120, GM/SI-199"
2022-03-11,2E0MIX,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2022-03-11,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2022-03-23,GI4ONL,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-190"
2022-03-23,G4OBK,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-190"
2022-03-24,GI4ONL,2,2,2,0,0,0,0,0,"GM/SS-216, GM/SS-272"
2022-03-25,G4OBK,2,2,2,0,0,0,0,0,"GM/SS-259, GM/SS-275"
2022-03-25,GI4ONL,2,2,2,0,0,0,0,0,"GM/SS-259, GM/SS-275"
2022-04-29,G5SHO,2,2,2,0,0,0,0,0,"GM/SI-091, GM/SI-153"
2022-04-29,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-172, GM/SS-203"
2022-06-22,2E0NYQ,2,2,2,0,0,0,0,0,"GM/SI-189, GM/SI-191"
2022-06-22,G7WKX,2,2,2,0,0,0,0,0,"GM/SI-189, GM/SI-191"
2022-06-24,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-214"
2022-06-24,W6NEA,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-214"
2022-06-24,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-212, GM/SS-214"
2022-06-26,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-184, GM/SS-236"
2022-06-26,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-184, GM/SS-236"
2022-08-08,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-208, GM/SS-212"
2022-08-11,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-171, GM/SS-272"
2022-08-12,G0HIO,2,2,2,0,0,0,0,0,"GM/SS-219, GM/SS-254"
2022-08-19,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-214, GM/SS-253"
2022-09-04,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-249, GM/SS-289"
2022-09-04,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-249, GM/SS-289"
2022-09-08,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2022-09-08,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2022-09-20,MM0EFI,2,2,2,0,0,0,0,0,"GM/ES-075, GM/ES-085"
2022-10-06,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-208, GM/SS-219"
2022-10-17,MM0EFI,2,2,2,0,0,0,0,0,"GM/SI-153, GM/SI-167"
2022-10-21,GM4COX,2,2,2,0,0,0,0,0,"GM/SS-177, GM/SS-195"
2022-10-31,GM7PKT,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2022-12-24,M3TMX,2,2,2,0,0,0,0,0,"GM/SS-256, GM/SS-267"
2023-05-02,M0VFC,2,2,2,0,0,0,0,0,"GM/SI-072, GM/SI-077"
2023-05-02,M0BLF,2,2,2,0,0,0,0,0,"GM/SI-072, GM/SI-077"
2023-05-02,M0WUT,2,2,2,0,0,0,0,0,"GM/SI-072, GM/SI-077"
2023-05-24,M0JLA,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2023-05-24,M6BWA,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2023-05-28,M0JLA,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-216"
2023-05-28,M6BWA,2,2,2,0,0,0,0,0,"GM/SS-169, GM/SS-216"
2023-08-10,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-211, GM/SS-272"
2023-08-10,2E0MIX,2,2,2,0,0,0,0,0,"GM/SS-211, GM/SS-272"
2023-08-10,MW0WML,2,2,2,0,0,0,0,0,"GM/SS-232, GM/SS-245"
2023-08-23,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-208, GM/SS-219"
2023-08-23,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-208, GM/SS-219"
2023-09-08,MM0YCJ,2,2,2,0,0,0,0,0,"GM/SI-118, GM/SI-122"
2023-09-26,GW4BML,2,2,2,0,0,0,0,0,"GM/SI-078, GM/SI-126"
2023-09-29,GW4BML,2,2,2,0,0,0,0,0,"GM/SI-088, GM/SI-136"
2023-10-13,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-171, GM/SS-177"
2023-11-24,GM4LLD,2,2,2,0,0,0,0,0,"GM/SS-239, GM/SS-251"
2024-02-18,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-274, GM/SS-289"
2024-02-20,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-272, GM/SS-280"
2024-02-21,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-219, GM/SS-254"
2024-03-28,HB9HCS,2,2,2,0,0,0,0,0,"GM/SS-272, GM/SS-280"
2024-03-31,M1HAX,2,2,2,0,0,0,0,0,"GM/NS-130, GM/NS-142"
2024-03-31,MM7MOX,2,2,2,0,0,0,0,0,"GM/SS-244, GM/SS-253"
2024-04-13,M1MAJ,2,2,2,0,0,0,0,0,"GM/SS-195, GM/SS-209"
2024-04-13,M3ZCB,2,2,2,0,0,0,0,0,"GM/SS-195, GM/SS-209"
2024-04-20,GW4BML,2,2,2,0,0,0,0,0,"GM/SI-098, GM/SI-212"
2024-05-06,M0JLA,2,2,2,0,0,0,0,0,"GM/ES-077, GM/ES-086"
2024-05-06,M6BWA,2,2,2,0,0,0,0,0,"GM/ES-077, GM/ES-086"
2024-05-11,GM3GAV,2,2,2,0,0,0,0,0,"GM/NS-115, GM/NS-154"
2024-05-12,M0JLA,2,2,2,0,0,0,0,0,"GM/CS-120, GM/ES-081"
2024-05-12,M6BWA,2,2,2,0,0,0,0,0,"GM/CS-120, GM/ES-069"
2024-05-15,G4TQE,2,2,2,0,0,0,0,0,"GM/SS-197, GM/SS-286"
2024-05-16,M6BWA,2,2,2,0,0,0,0,0,"GM/ES-071, GM/ES-079"
2024-05-29,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-213, GM/SS-226"
2024-05-30,G4VFL,2,2,2,0,0,0,0,0,"GM/SS-200, GM/SS-230"
2024-07-05,GM5ALX,2,2,2,0,0,0,0,0,"GM/ES-065, GM/ES-070"
2024-07-16,OE5RTP,2,2,2,0,0,0,0,0,"GM/SS-244, GM/SS-272"
2024-07-16,OE5IRO,2,2,2,0,0,0,0,0,"GM/SS-244, GM/SS-272"
2024-08-22,M0HGY,2,2,2,0,0,0,0,0,"GM/SS-172, GM/SS-203"
2024-08-22,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-172, GM/SS-203"
2024-08-31,GM7PKT,2,2,2,0,0,0,0,0,"GM/SI-104, GM/SI-115"
2024-09-15,MM0RFN,2,2,2,0,0,0,0,0,"GM/ES-070, GM/ES-077"
2024-09-25,WN2G,2,2,2,0,0,0,0,0,"GM/SI-171, GM/SI-215"
2025-03-26,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-272, GM/SS-280"
2025-03-28,GM5ALX,2,2,2,0,0,0,0,0,"GM/ES-073, GM/ES-084"
2025-04-25,GW4BML,2,2,2,0,0,0,0,0,"GM/NS-133, GM/NS-151"
2025-05-15,M0JLA,2,2,2,0,0,0,0,0,"GM/CS-113, GM/CS-119"
2025-05-15,M6BWA,2,2,2,0,0,0,0,0,"GM/CS-113, GM/CS-119"
2025-05-15,MM0UHR,2,2,2,0,0,0,0,0,"GM/ES-082, GM/ES-084"
2025-05-15,MM7VXJ,2,2,2,0,0,0,0,0,"GM/SS-190, GM/SS-262"
2025-05-16,M6BWA,2,2,2,0,0,0,0,0,"GM/CS-117, GM/CS-118"
2025-05-19,M0JLA,2,2,2,0,0,0,0,0,"GM/NS-135, GM/NS-138"
2025-05-19,M6BWA,2,2,2,0,0,0,0,0,"GM/NS-135, GM/NS-138"
2025-05-20,M0JLA,2,2,2,0,0,0,0,0,"GM/NS-143, GM/NS-144"
2025-05-20,M6BWA,2,2,2,0,0,0,0,0,"GM/NS-143, GM/NS-144"
2025-06-06,MM7VXJ,2,2,2,0,0,0,0,0,"GM/SS-187, GM/SS-275"
2025-06-09,G4VFL,2,2,2,0,0,0,0,0,"GM/SI-171, GM/SI-194"
2025-06-11,G4VFL,2,2,2,0,0,0,0,0,"GM/SI-103, GM/SI-183"
2025-06-23,M1MAJ,2,2,2,0,0,0,0,0,"GM/SS-191, GM/SS-232"
2025-06-23,M3ZCB,2,2,2,0,0,0,0,0,"GM/SS-191, GM/SS-232"
2025-06-23,M1EYP,2,2,2,0,0,0,0,0,"GM/SS-210, GM/SS-244"
2025-06-27,MM0YCJ,2,2,2,0,0,0,0,0,"GM/CS-112, GM/ES-066"
2025-07-26,MM7MOX,2,2,2,0,0,0,0,0,"GM/CS-115, GM/ES-084"
2025-08-21,M0OVW,2,2,2,0,0,0,0,0,"GM/SS-216, GM/SS-254"
2025-08-21,G4HQB,2,2,2,0,0,0,0,0,"GM/SS-216, GM/SS-254"
2025-08-22,MM0YCJ,2,2,2,0,0,0,0,0,"GM/SI-109, GM/SI-135"
2025-08-27,HB9DDO,2,2,2,0,0,0,0,0,"GM/SI-189, GM/SI-191"
2025-08-28,G5OLD,2,2,2,0,0,0,0,0,"GM/SI-116, GM/SI-117"
2025-08-28,GW4BML,2,2,2,0,0,0,0,0,"GM/SI-116, GM/SI-117"
2025-09-18,M1MAJ,2,2,2,0,0,0,0,0,"GM/ES-065, GM/ES-070"
2025-09-18,M3ZCB,2,2,2,0,0,0,0,0,"GM/ES-065, GM/ES-070"
2025-11-03,MW0CBC,2,2,2,0,0,0,0,0,"GM/CS-121, GM/CS-123"
2025-11-17,GM5ALX,2,2,2,0,0,0,0,0,"GM/ES-064, GM/ES-076"
2025-12-13,G5OLD,2,2,2,0,0,0,0,0,"GM/SI-091, GM/SI-153"
2002-07-27,G3CWI,1,10,0,0,0,0,0,1,GM/WS-009
2002-09-01,GM7PKT,1,10,0,0,0,0,0,1,GM/CS-003
2002-09-24,GM7PKT,1,10,0,0,0,0,0,1,GM/CS-001
2002-09-29,MM1BJP,1,10,0,0,0,0,0,1,GM/CS-001
2002-09-29,GM4COX,1,10,0,0,0,0,0,1,GM/CS-001
2003-05-24,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-001
2003-06-14,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-008
2003-06-28,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-009
2003-07-02,MM1BJP,1,10,0,0,0,0,0,1,GM/SS-003
2003-07-26,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-005
2003-08-09,GM4TOE,1,10,0,0,0,0,0,1,GM/CS-002
2003-08-10,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-007
2003-08-16,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-004
2003-08-23,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-001
2003-09-12,G4RGV,1,10,0,0,0,0,0,1,GM/SS-003
2003-10-15,GM4COX,1,10,0,0,0,0,0,1,GM/SS-003
2003-11-01,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-003
2003-11-08,GM7PKT,1,10,0,0,0,0,0,1,GM/CS-002
2004-01-27,G4ZFZ,1,10,0,0,0,0,0,1,GM/WS-013
2004-04-10,GM7PKT,1,10,0,0,0,0,0,1,GM/ES-009
2004-05-01,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-009
2004-05-15,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-001
2004-06-06,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-015
2004-06-08,G4ZFZ,1,10,0,0,0,0,0,1,GM/WS-015
2004-06-29,GM0UDL,1,10,0,0,0,0,0,1,GM/ES-005
2004-07-04,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-007
2004-08-07,GM0UDL,1,10,0,0,0,0,0,1,GM/ES-009
2004-08-15,GM0UDL,1,10,0,0,0,0,0,1,GM/WS-007
2004-08-21,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-007
2004-08-30,G4RGV,1,10,0,0,0,0,0,1,GM/SS-002
2004-09-25,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-008
2004-10-16,GM0UDL,1,10,0,0,0,0,0,1,GM/ES-002
2004-10-23,GM7PKT,1,10,0,0,0,0,0,1,GM/ES-007
2005-03-19,GM0UDL,1,10,0,0,0,0,0,1,GM/ES-001
2005-04-30,G0FIM,1,10,0,0,0,0,0,1,GM/ES-005
2005-04-30,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-006
2005-05-07,GM4TOE,1,10,0,0,0,0,0,1,GM/SS-001
2005-05-12,G4YSS,1,10,0,0,0,0,0,1,GM/NS-001
2005-05-30,G0PZO,1,10,0,0,0,0,0,1,GM/WS-001
2005-06-05,G7VJR,1,10,0,0,0,0,0,1,GM/ES-008
2005-06-25,MM1BJP,1,10,0,0,0,0,0,1,GM/WS-013
2005-06-27,GM7PKT,1,10,0,0,0,0,0,1,GM/ES-009
2005-07-02,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-001
2005-07-12,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-007
2005-07-28,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-002
2005-07-29,MM1BJP,1,10,0,0,0,0,0,1,GM/WS-002
2005-08-03,M1EYO,1,10,0,0,0,0,0,1,GM/ES-008
2005-08-14,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-003
2005-08-20,G1TPO,1,10,0,0,0,0,0,1,GM/CS-001
2005-08-22,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-001
2005-09-03,GM4TOE,1,10,0,0,0,0,0,1,GM/CS-002
2005-09-04,G1INK,1,10,0,0,0,0,0,1,GM/WS-001
2005-09-04,GM7PKT,1,10,0,0,0,0,0,1,GM/WS-013
2005-09-10,GM0PKX,1,10,0,0,0,0,0,1,GM/ES-008
2005-09-10,GM4COX,1,10,0,0,0,0,0,1,GM/WS-002
2005-09-24,GM4TOE,1,10,0,0,0,0,0,1,GM/ES-009
2006-02-10,G4YSS,1,10,0,0,0,0,0,1,GM/WS-001
2006-04-09,G7LUS,1,10,0,0,0,0,0,1,GM/WS-001
2006-04-29,G6DDQ,1,10,0,0,0,0,0,1,GM/ES-009
2006-04-29,MM1BJP,1,10,0,0,0,0,0,1,GM/WS-007
